master_set,card_num,player,team,variations
,RSM-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,RSM-CO,Conor Geekie,Lightning,VIEW DETAILS
,RSM-CR,Calum Ritchie,Avalanche,VIEW DETAILS
,RSM-JL,Jett Luchanko,Flyers,VIEW DETAILS
,RSM-JW,Jesper Wallstedt,Wild,VIEW DETAILS
,RSM-LH,Lane Hutson,Canadiens,VIEW DETAILS
,RSM-LO,Liam Ohgren,Wild,VIEW DETAILS
,RSM-LS,Logan Stankoven,Stars,VIEW DETAILS
,RSM-MB,Mavrik Bourque,Stars,VIEW DETAILS
,RSM-MC,Macklin Celebrini,Sharks,VIEW DETAILS
,RSM-MM,Matvei Michkov,Flyers,VIEW DETAILS
,RSM-NC,Nikita Chibrikov,Jets,VIEW DETAILS
,RSM-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,RSM-RM,Rutger McGroarty,Penguins,VIEW DETAILS
,RSM-SH,Samuel Honzek,Flames,VIEW DETAILS
,RSM-WS,Will Smith,Sharks,VIEW DETAILS
,RSM-ZB,Zachary Bolduc,Blues,VIEW DETAILS
,RSM-ZL,Zachary L'Heureux,Predators,VIEW DETAILS
,RSM-ZO,Zack Ostapchuk,Senators,VIEW DETAILS
,RTS-BH,Lian Bichsel/Miro Heiskanen,Stars/Stars,VIEW DETAILS
,RTS-BK,Zachary Bolduc/Jordan Kyrou,Blues/Blues,VIEW DETAILS
,RTS-CH,Lane Hutson/Cole Caufield,Canadiens/Canadiens,VIEW DETAILS
,RTS-GC,Conor Geekie/Anthony Cirelli,Lightning/Lightning,VIEW DETAILS
,RTS-KM,Matvei Michkov/Travis Konecny,Flyers/Flyers,VIEW DETAILS
,RTS-KO,Liam Ohgren/Kirill Kaprizov,Wild/Wild,VIEW DETAILS
,RTS-LP,Jonathan Lekkerimaki/Elias Pettersson,Canucks/Canucks,VIEW DETAILS
,RTS-ML,Rutger McGroarty/Kris Letang,Penguins/Penguins,VIEW DETAILS
,RTS-NB,Frank Nazar/Connor Bedard,Blackhawks/Blackhawks,VIEW DETAILS
,RTS-SC,Will Smith/Macklin Celebrini,Sharks/Sharks,VIEW DETAILS
,RTS-SJ,Logan Stankoven/Wyatt Johnston,Stars/Stars,VIEW DETAILS
,RTS-ZG,Cutter Gauthier/Trevor Zegras,Ducks/Ducks,VIEW DETAILS
,UA-AB,Aleksander Barkov,Panthers,VIEW DETAILS
,UA-BB,Brock Boeser,Canucks,VIEW DETAILS
,UA-CP,Colton Parayko,Blues,VIEW DETAILS
,UA-DB,Drake Batherson,Senators,VIEW DETAILS
,UA-JC,John Carlson,Capitals,VIEW DETAILS
,UA-JR,Jason Robertson,Stars,VIEW DETAILS
,UA-JT,Jacob Trouba,Rangers,VIEW DETAILS
,UA-LC,Leo Carlsson,Ducks,VIEW DETAILS
,UA-MF,Marc-Andre Fleury,Wild,VIEW DETAILS
,UA-NH,Nico Hischier,Devils,VIEW DETAILS
,UA-TD,Thatcher Demko,Canucks,VIEW DETAILS
,UA-TH,Tomas Hertl,Golden Knights,VIEW DETAILS
,UA-WE,William Eklund,Sharks,VIEW DETAILS
,UC-BL,Brian Leetch,Rangers,VIEW DETAILS
,UC-MB,Martin Brodeur,Devils,VIEW DETAILS
,UC-MS,Mark Stone,Golden Knights,VIEW DETAILS
,UC-NK,Nikita Kucherov,Lightning,VIEW DETAILS
,UC-WG,Wayne Gretzky,Oilers,VIEW DETAILS
,UD-AD,Alex DeBrincat,Red Wings,VIEW DETAILS
,UD-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,UD-AT,Alex Tuch,Sabres,VIEW DETAILS
,UD-BR,Bryan Rust,Penguins,VIEW DETAILS
,UD-BS,Brandon Saad,Blues,VIEW DETAILS
,UD-BT,Brady Tkachuk,Senators,VIEW DETAILS
,UD-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,UD-JN,Josh Norris,Senators,VIEW DETAILS
,UD-JR,Jason Robertson,Stars,VIEW DETAILS
,UD-JS,Juuse Saros,Predators,VIEW DETAILS
,UD-MZ,Mats Zuccarello,Wild,VIEW DETAILS
,UD-SM,Samuel Montembeault,Canadiens,VIEW DETAILS
,UD-SW,Shane Wright,Kraken,VIEW DETAILS
,UD-TJ,Tristan Jarry,Penguins,VIEW DETAILS
,UE-AB,Andre Burakovsky,Kraken,VIEW DETAILS
,UE-AD,Alex DeBrincat,Red Wings,VIEW DETAILS
,UE-BM,Brad Marchand,Bruins,VIEW DETAILS
,UE-BT,Brady Tkachuk,Senators,VIEW DETAILS
,UE-CN,Cam Neely,Bruins,VIEW DETAILS
,UE-CS,Cole Sillinger,Blue Jackets,VIEW DETAILS
,UE-DA,Joey Daccord,Kraken,VIEW DETAILS
,UE-DB,David Backes,Blues,VIEW DETAILS
,UE-EP,Elias Pettersson,Canucks,VIEW DETAILS
,UE-GA,Mike Gartner,Capitals,VIEW DETAILS
,UE-JA,Jason Allison,Bruins,VIEW DETAILS
,UE-JD,Jamie Drysdale,Flyers,VIEW DETAILS
,UE-JM,Jonathan Marchessault,Predators,VIEW DETAILS
,UE-JQ,Jack Quinn,Sabres,VIEW DETAILS
,UE-JR,Jason Robertson,Stars,VIEW DETAILS
,UE-LR,Lukas Reichel,Blackhawks,VIEW DETAILS
,UE-MR,Mike Ricci,Sharks,VIEW DETAILS
,UE-MS,Mark Stone,Golden Knights,VIEW DETAILS
,UE-ON,Owen Nolan,Nordiques,VIEW DETAILS
,UE-PM,Patrick Maroon,Blackhawks,VIEW DETAILS
,UE-RS,Ryan Strome,Ducks,VIEW DETAILS
,UE-SA,Jake Sanderson,Senators,VIEW DETAILS
,UE-SI,Charlie Simmer,Kings,VIEW DETAILS
,UE-SN,Stefan Noesen,Devils,VIEW DETAILS
,UE-TF,Trent Frederic,Bruins,VIEW DETAILS
,UE-TH,Thomas Harley,Stars,VIEW DETAILS
,UE-TJ,Tanner Jeannot,Kings,VIEW DETAILS
,UE-TL,Trevor Linden,Canucks,VIEW DETAILS
,UE-VD,Vincent Damphousse,Canadiens,VIEW DETAILS
,UE-VV,Vitek Vanecek,Sharks,VIEW DETAILS
,UE-KH,Kevin Hayes,Penguins,VIEW DETAILS
,UE-KM,K'Andre Miller,Rangers,VIEW DETAILS
,UE-MO,Josh Morrissey,Jets,VIEW DETAILS
,UER-BB,Brendan Brisson,Golden Knights,VIEW DETAILS
,UER-BN,Bradly Nadeau,Hurricanes,VIEW DETAILS
,UER-BO,Brennan Othmann,Rangers,VIEW DETAILS
,UER-BR,Justin Brazeau,Bruins,VIEW DETAILS
,UER-CA,Seamus Casey,Devils,VIEW DETAILS
,UER-CE,Macklin Celebrini,Sharks,VIEW DETAILS
,UER-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,UER-ED,Ethan Del Mastro,Blackhawks,VIEW DETAILS
,UER-GE,Conor Geekie,Lightning,VIEW DETAILS
,UER-GR,Collin Graf,Sharks,VIEW DETAILS
,UER-JB,Jackson Blake,Hurricanes,VIEW DETAILS
,UER-JD,Josh Doan,Hockey Club,VIEW DETAILS
,UER-JO,Joel Blomqvist,Penguins,VIEW DETAILS
,UER-JT,Jack Thompson,Sharks,VIEW DETAILS
,UER-JW,Jesper Wallstedt,Wild,VIEW DETAILS
,UER-LC,Lukas Cormier,Golden Knights,VIEW DETAILS
,UER-LH,Lane Hutson,Canadiens,VIEW DETAILS
,UER-LO,Liam Ohgren,Wild,VIEW DETAILS
,UER-LS,Logan Stankoven,Stars,VIEW DETAILS
,UER-LU,Jett Luchanko,Flyers,VIEW DETAILS
,UER-MB,Mavrik Bourque,Stars,VIEW DETAILS
,UER-MI,Matvei Michkov,Flyers,VIEW DETAILS
,UER-MR,Matt Rempe,Rangers,VIEW DETAILS
,UER-NC,Nikita Chibrikov,Jets,VIEW DETAILS
,UER-NK,Nikolai Kovalenko,Avalanche,VIEW DETAILS
,UER-OK,Oliver Kapanen,Canadiens,VIEW DETAILS
,UER-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,UER-RI,Marshall Rifai,Maple Leafs,VIEW DETAILS
,UER-RM,Rutger McGroarty,Penguins,VIEW DETAILS
,UER-SC,Sam Colangelo,Ducks,VIEW DETAILS
,UER-SH,Samuel Honzek,Flames,VIEW DETAILS
,UER-WS,Will Smith,Sharks,VIEW DETAILS
,UER-YK,Yan Kuznetsov,Flames,VIEW DETAILS
,UER-ZB,Zachary Bolduc,Blues,VIEW DETAILS
,UER-ZD,Zach Dean,Blues,VIEW DETAILS
,UER-ZL,Zachary L'Heureux,Predators,VIEW DETAILS
,UER-ZO,Zack Ostapchuk,Senators,VIEW DETAILS
,UER-AR,Aku Raty,Hockey Club,VIEW DETAILS
,UER-AT,Akil Thomas,Kings,VIEW DETAILS
,UER-FN,Frank Nazar,Blackhawks,VIEW DETAILS
,UER-JR,Joshua Roy,Canadiens,VIEW DETAILS
,UER-KM,Kyle MacLean,Islanders,VIEW DETAILS
,UER-LM,Logan Mailloux,Canadiens,VIEW DETAILS
,UER-MK,Marat Khusnutdinov,Wild,VIEW DETAILS
,UER-PK,Phil Kemp,Oilers,VIEW DETAILS
,UER-SM,Scott Morrow,Hurricanes,VIEW DETAILS
,UH-BT,Bryan Trottier,Islanders,VIEW DETAILS
,UH-HL,Henrik Lundqvist,Rangers,VIEW DETAILS
,UH-JR,Jeremy Roenick,Coyotes,VIEW DETAILS
,UH-MM,Mark Messier,Rangers,VIEW DETAILS
,UH-VD,Vincent Damphousse,Canadiens,VIEW DETAILS
,UH-AG,Adam Graves,Rangers,VIEW DETAILS
,UH-RB,Rod Brind`Amour,Hurricanes,VIEW DETAILS
,UI-MC,Macklin Celebrini Redemption Card,None,VIEW DETAILS
,UI-AB,Arshdeep Bains,Canucks,VIEW DETAILS
,UI-AJ,Albert Johansson,Red Wings,VIEW DETAILS
,UI-AK,Adam Klapka,Flames,VIEW DETAILS
,UI-AL,Andre Lee,Kings,VIEW DETAILS
,UI-AR,Aku Raty,Hockey Club,VIEW DETAILS
,UI-AT,Akil Thomas,Kings,VIEW DETAILS
,UI-BB,Brendan Brisson,Golden Knights,VIEW DETAILS
,UI-BL,Brad Lambert,Jets,VIEW DETAILS
,UI-BN,Bradly Nadeau,Hurricanes,VIEW DETAILS
,UI-BO,Brennan Othmann,Rangers,VIEW DETAILS
,UI-BR,Justin Brazeau,Bruins,VIEW DETAILS
,UI-CA,Seamus Casey,Devils,VIEW DETAILS
,UI-CE,Macklin Celebrini,Sharks,VIEW DETAILS
,UI-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,UI-CR,Calum Ritchie,Avalanche,VIEW DETAILS
,UI-ED,Ethan Del Mastro,Blackhawks,VIEW DETAILS
,UI-EL,Emil Lilleberg,Lightning,VIEW DETAILS
,UI-FN,Frank Nazar,Blackhawks,VIEW DETAILS
,UI-GB,Gavin Brindley,Blue Jackets,VIEW DETAILS
,UI-GE,Conor Geekie,Lightning,VIEW DETAILS
,UI-GG,Gage Goncalves,Lightning,VIEW DETAILS
,UI-GR,Collin Graf,Sharks,VIEW DETAILS
,UI-IF,Ivan Fedotov,Flyers,VIEW DETAILS
,UI-JB,Jackson Blake,Hurricanes,VIEW DETAILS
,UI-JD,Josh Doan,Hockey Club,VIEW DETAILS
,UI-JO,Joel Blomqvist,Penguins,VIEW DETAILS
,UI-JP,Jason Polin,Avalanche,VIEW DETAILS
,UI-JR,Joshua Roy,Canadiens,VIEW DETAILS
,UI-JT,Jack Thompson,Sharks,VIEW DETAILS
,UI-JW,Jesper Wallstedt,Wild,VIEW DETAILS
,UI-KM,Kyle MacLean,Islanders,VIEW DETAILS
,UI-KO,Aleksei Kolosov,Flyers,VIEW DETAILS
,UI-LC,Lukas Cormier,Golden Knights,VIEW DETAILS
,UI-LD,Luca Del Bel Belluz,Blue Jackets,VIEW DETAILS
,UI-LE,Jonathan Lekkerimaki,Canucks,VIEW DETAILS
,UI-LH,Lane Hutson,Canadiens,VIEW DETAILS
,UI-LM,Logan Mailloux,Canadiens,VIEW DETAILS
,UI-LO,Liam Ohgren,Wild,VIEW DETAILS
,UI-LS,Logan Stankoven,Stars,VIEW DETAILS
,UI-LU,Jett Luchanko,Flyers,VIEW DETAILS
,UI-MB,Mavrik Bourque,Stars,VIEW DETAILS
,UI-MC,Maxwell Crozier,Lightning,VIEW DETAILS
,UI-MI,Matvei Michkov,Flyers,VIEW DETAILS
,UI-MK,Marat Khusnutdinov,Wild,VIEW DETAILS
,UI-ML,Maveric Lamoureux,Hockey Club,VIEW DETAILS
,UI-MO,Logan Morrison,Kraken,VIEW DETAILS
,UI-MR,Marshall Rifai,Maple Leafs,VIEW DETAILS
,UI-MT,Maxim Tsyplakov,Islanders,VIEW DETAILS
,UI-MU,Shakir Mukhamadullin,Sharks,VIEW DETAILS
,UI-MV,Matt Villalta,Hockey Club,VIEW DETAILS
,UI-NA,Nolan Allan,Blackhawks,VIEW DETAILS
,UI-NC,Nikita Chibrikov,Jets,VIEW DETAILS
,UI-NK,Nikolai Kovalenko,Avalanche,VIEW DETAILS
,UI-OK,Oliver Kapanen,Canadiens,VIEW DETAILS
,UI-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,UI-PD,Pierrick Dube,Capitals,VIEW DETAILS
,UI-PK,Phil Kemp,Oilers,VIEW DETAILS
,UI-RE,Matt Rempe,Rangers,VIEW DETAILS
,UI-RM,Rutger McGroarty,Penguins,VIEW DETAILS
,UI-SC,Sam Colangelo,Ducks,VIEW DETAILS
,UI-SH,Samuel Honzek,Flames,VIEW DETAILS
,UI-SM,Scott Morrow,Hurricanes,VIEW DETAILS
,UI-VM,Victor Mancini,Rangers,VIEW DETAILS
,UI-VP,Vasily Ponomarev,Hurricanes,VIEW DETAILS
,UI-WS,Will Smith,Sharks,VIEW DETAILS
,UI-YK,Yan Kuznetsov,Flames,VIEW DETAILS
,UI-ZB,Zachary Bolduc,Blues,VIEW DETAILS
,UI-ZD,Zach Dean,Blues,VIEW DETAILS
,UI-ZL,Zachary L'Heureux,Predators,VIEW DETAILS
,UI-ZO,Zack Ostapchuk,Senators,VIEW DETAILS
,SL-1,Wayne Gretzky/Gordie Howe/Alex Ovechkin/Bobby Orr/Larry Robinson/Patrick Roy,Oilers/Red Wings/Capitals/Bruins/Canadiens/Avalanche,VIEW DETAILS
,SL-2,Auston Matthews/Kirill Kaprizov/Nikita Kucherov/Cale Makar/Quinn Hughes/Connor Hellebuyck,Maple Leafs/Wild/Lightning/Avalanche/Canucks/Jets,VIEW DETAILS
,SL-3,Mark Messier/Luc Robitaille/Mike Gartner/Al MacInnis/Paul Coffey/Martin Brodeur,Rangers/Kings/Capitals/Flames/Oilers/Devils,VIEW DETAILS
,SL-4,Phil Esposito/Johnny Bucyk/Rick Middleton/Bobby Orr/Ray Bourque/Gerry Cheevers,Bruins/Bruins/Bruins/Bruins/Bruins/Bruins,VIEW DETAILS
,SL-5,Mario Lemieux/Michel Goulet/Teemu Selanne/Phil Housley/Brian Leetch/Marc-Andre Fleury,Penguins/Blackhawks/Ducks/Sabres/Rangers/Penguins,VIEW DETAILS
,USM-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,USM-BB,Brock Boeser,Canucks,VIEW DETAILS
,USM-BH,Bo Horvat,Islanders,VIEW DETAILS
,USM-BM,Brad Marchand,Bruins,VIEW DETAILS
,USM-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,USM-CP,Colton Parayko,Blues,VIEW DETAILS
,USM-CS,Chandler Stephenson,Kraken,VIEW DETAILS
,USM-EL,Eric Lindros,Rangers,VIEW DETAILS
,USM-FG,Filip Gustavsson,Wild,VIEW DETAILS
,USM-HL,Henrik Lundqvist,Rangers,VIEW DETAILS
,USM-JC,John Carlson,Capitals,VIEW DETAILS
,USM-JF,Justin Faulk,Blues,VIEW DETAILS
,USM-JI,Jarome Iginla,Flames,VIEW DETAILS
,USM-JW,Joseph Woll,Maple Leafs,VIEW DETAILS
,USM-KC,Kyle Connor,Jets,VIEW DETAILS
,USM-LC,Leo Carlsson,Ducks,VIEW DETAILS
,USM-LD,Leon Draisaitl,Oilers,VIEW DETAILS
,USM-LH,Luke Hughes,Devils,VIEW DETAILS
,USM-MM,Mike Modano,Stars,VIEW DETAILS
,USM-MS,Martin St. Louis,Lightning,VIEW DETAILS
,USM-NH,Nico Hischier,Devils,VIEW DETAILS
,USM-PG,Philipp Grubauer,Kraken,VIEW DETAILS
,USM-RT,Robert Thomas,Blues,VIEW DETAILS
,USM-TJ,Tristan Jarry,Penguins,VIEW DETAILS
,USM-TM,Trevor Moore,Kings,VIEW DETAILS
,USM-TS,Travis Sanheim,Flyers,VIEW DETAILS
,USM-TT,Tage Thompson,Sabres,VIEW DETAILS
,USM-WE,William Eklund,Sharks,VIEW DETAILS
,USM-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,USM-RF,Ron Francis,Penguins,VIEW DETAILS
,USM-ST,Shea Theodore,Golden Knights,VIEW DETAILS
,UP-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,UP-AO,Alex Ovechkin,Capitals,VIEW DETAILS
,UP-BB,Brent Burns,Hurricanes,VIEW DETAILS
,UP-BP,Brayden Point,Lightning,VIEW DETAILS
,UP-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,UP-CC,Cole Caufield,Canadiens,VIEW DETAILS
,UP-CM,Connor McDavid,Oilers,VIEW DETAILS
,UP-DP,David Pastrnak,Bruins,VIEW DETAILS
,UP-EK,Erik Karlsson,Penguins,VIEW DETAILS
,UP-EM,Evgeni Malkin,Penguins,VIEW DETAILS
,UP-FF,Filip Forsberg,Predators,VIEW DETAILS
,UP-JB,Jesper Bratt,Devils,VIEW DETAILS
,UP-JM,J.T. Miller,Canucks,VIEW DETAILS
,UP-JS,Juraj Slafkovsky,Canadiens,VIEW DETAILS
,UP-LR,Lucas Raymond,Red Wings,VIEW DETAILS
,UP-MB,Mathew Barzal,Islanders,VIEW DETAILS
,UP-MR,Morgan Rielly,Maple Leafs,VIEW DETAILS
,UP-MS,Moritz Seider,Red Wings,VIEW DETAILS
,UP-NK,Nazem Kadri,Flames,VIEW DETAILS
,UP-NM,Nathan MacKinnon,Avalanche,VIEW DETAILS
,UP-PK,Patrick Kane,Red Wings,VIEW DETAILS
,UP-RD,Rasmus Dahlin,Sabres,VIEW DETAILS
,UP-SC,Sidney Crosby,Penguins,VIEW DETAILS
,UP-VH,Victor Hedman,Lightning,VIEW DETAILS
,UP-WN,William Nylander,Maple Leafs,VIEW DETAILS
,US-AF,Adam Fox,Rangers,VIEW DETAILS
,US-AK,Anze Kopitar,Kings,VIEW DETAILS
,US-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,US-CM,Charlie McAvoy,Bruins,VIEW DETAILS
,US-DP,David Pastrnak,Bruins,VIEW DETAILS
,US-EM,Evgeni Malkin,Penguins,VIEW DETAILS
,US-FF,Filip Forsberg,Predators,VIEW DETAILS
,US-JE,Jack Eichel,Golden Knights,VIEW DETAILS
,US-JS,Juraj Slafkovsky,Canadiens,VIEW DETAILS
,US-NM,Nathan MacKinnon,Avalanche,VIEW DETAILS
,US-RD,Rasmus Dahlin,Sabres,VIEW DETAILS
,US-RN,Ryan Nugent-Hopkins,Oilers,VIEW DETAILS
,US-SC,Sidney Crosby,Penguins,VIEW DETAILS
,US-TZ,Trevor Zegras,Ducks,VIEW DETAILS
,UAS-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,UAS-JH,Jack Hughes,Devils,VIEW DETAILS
,UAS-LD,Leon Draisaitl,Oilers,VIEW DETAILS
,PTS-CH,Connor Hellebuyck,Jets,VIEW DETAILS
,PTS-JD,Joey Daccord,Kraken,VIEW DETAILS
,PTS-MB,Michael Bunting,Penguins,VIEW DETAILS
,PTS-MF,Marc-Andre Fleury,Wild,VIEW DETAILS
,PTS-TT,Tyler Toffoli,Sharks,VIEW DETAILS
,PTS-EB,Evan Bouchard,Oilers,VIEW DETAILS
,PTS-JR,Jason Robertson,Stars,VIEW DETAILS
,PTS-TD,Thatcher Demko,Canucks,VIEW DETAILS
,PTS-TM,Trevor Moore,Kings,VIEW DETAILS
,PTS-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,PTS-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,PTS-GE,Conor Geekie,Lightning,VIEW DETAILS
,PTS-LH,Lane Hutson,Canadiens,VIEW DETAILS
,PTS-LS,Logan Stankoven,Stars,VIEW DETAILS
,PTS-MC,Macklin Celebrini,Sharks,VIEW DETAILS
,PTS-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,UP-BB,Brendan Brisson,Golden Knights,VIEW DETAILS
,UP-BN,Bradly Nadeau,Hurricanes,VIEW DETAILS
,UP-BO,Brennan Othmann,Rangers,VIEW DETAILS
,UP-CG,Conor Geekie,Lightning,VIEW DETAILS
,UP-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,UP-FN,Frank Nazar,Blackhawks,VIEW DETAILS
,UP-GB,Gavin Brindley,Blue Jackets,VIEW DETAILS
,UP-JB,Joel Blomqvist,Penguins,VIEW DETAILS
,UP-JD,Josh Doan,Hockey Club,VIEW DETAILS
,UP-JL,Jett Luchanko,Flyers,VIEW DETAILS
,UP-JW,Jesper Wallstedt,Wild,VIEW DETAILS
,UP-LE,Jonathan Lekkerimaki,Canucks,VIEW DETAILS
,UP-LH,Lane Hutson,Canadiens,VIEW DETAILS
,UP-LM,Logan Mailloux,Canadiens,VIEW DETAILS
,UP-LO,Liam Ohgren,Wild,VIEW DETAILS
,UP-LS,Logan Stankoven,Stars,VIEW DETAILS
,UP-MB,Mavrik Bourque,Stars,VIEW DETAILS
,UP-MC,Macklin Celebrini,Sharks,VIEW DETAILS
,UP-MM,Matvei Michkov,Flyers,VIEW DETAILS
,UP-MR,Matt Rempe,Rangers,VIEW DETAILS
,UP-OK,Oliver Kapanen,Canadiens,VIEW DETAILS
,UP-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,UP-RM,Rutger McGroarty,Penguins,VIEW DETAILS
,UP-SC,Seamus Casey,Devils,VIEW DETAILS
,UP-SH,Samuel Honzek,Flames,VIEW DETAILS
,UP-SM,Shakir Mukhamadullin,Sharks,VIEW DETAILS
,UP-WS,Will Smith,Sharks,VIEW DETAILS
,UP-ZB,Zachary Bolduc,Blues,VIEW DETAILS
,UP-ZD,Zach Dean,Blues,VIEW DETAILS
,UP-ZL,Zachary L'Heureux,Predators,VIEW DETAILS
,US-AL,Anders Lee,Islanders,VIEW DETAILS
,US-AM,Andy Moog,Oilers,VIEW DETAILS
,US-AO,Adam Oates,Bruins,VIEW DETAILS
,US-AT,Alex Tuch,Sabres,VIEW DETAILS
,US-AV,Andrei Vasilevskiy,Lightning,VIEW DETAILS
,US-BC,Blake Coleman,Flames,VIEW DETAILS
,US-BM,Bobby McMann,Maple Leafs,VIEW DETAILS
,US-BN,Brock Nelson,Islanders,VIEW DETAILS
,US-BP,Brad Park,Rangers,VIEW DETAILS
,US-BR,Bryan Rust,Penguins,VIEW DETAILS
,US-BS,Brayden Schenn,Blues,VIEW DETAILS
,US-CL,Charlie Lindgren,Capitals,VIEW DETAILS
,US-CM,Casey Mittelstadt,Avalanche,VIEW DETAILS
,US-CO,Chris Osgood,Red Wings,VIEW DETAILS
,US-CP,Colton Parayko,Blues,VIEW DETAILS
,US-CS,Charlie Simmer,Kings,VIEW DETAILS
,US-CV,Carter Verhaeghe,Panthers,VIEW DETAILS
,US-DB,Drake Batherson,Senators,VIEW DETAILS
,US-DH,Dominik Hasek,Sabres,VIEW DETAILS
,US-DJ,Dakota Joshua,Canucks,VIEW DETAILS
,US-DS,Darryl Sittler,Maple Leafs,VIEW DETAILS
,US-EO,Eddie Olczyk,Blackhawks,VIEW DETAILS
,US-FZ,Fabian Zetterlund,Sharks,VIEW DETAILS
,US-HA,Thomas Harley,Stars,VIEW DETAILS
,US-HE,Tomas Hertl,Golden Knights,VIEW DETAILS
,US-JC,John Carlson,Capitals,VIEW DETAILS
,US-JD,Jason Dickinson,Blackhawks,VIEW DETAILS
,US-JE,Joel Eriksson Ek,Wild,VIEW DETAILS
,US-JG,Jake Guentzel,Lightning,VIEW DETAILS
,US-JH,Jack Hughes,Devils,VIEW DETAILS
,US-JN,Josh Norris,Senators,VIEW DETAILS
,US-JR,Jeremy Roenick,Coyotes,VIEW DETAILS
,US-JS,Juuse Saros,Predators,VIEW DETAILS
,US-JT,Jacob Trouba,Rangers,VIEW DETAILS
,US-KH,Kevin Hayes,Penguins,VIEW DETAILS
,US-LC,Logan Cooley,Hockey Club,VIEW DETAILS
,US-LM,Lanny McDonald,Flames,VIEW DETAILS
,US-LR,Larry Robinson,Canadiens,VIEW DETAILS
,US-MA,Jonathan Marchessault,Predators,VIEW DETAILS
,US-MB,Michael Bunting,Penguins,VIEW DETAILS
,US-MC,Connor McDavid,Oilers,VIEW DETAILS
,US-MG,Morgan Geekie,Bruins,VIEW DETAILS
,US-MK,Matthew Knies,Maple Leafs,VIEW DETAILS
,US-MR,Mikko Rantanen,Avalanche,VIEW DETAILS
,US-NK,Nikita Kucherov,Lightning,VIEW DETAILS
,US-NN,Nino Niederreiter,Jets,VIEW DETAILS
,US-PE,Cole Perfetti,Jets,VIEW DETAILS
,US-PH,Phil Housley,Sabres,VIEW DETAILS
,US-PR,Brian Propp,Flyers,VIEW DETAILS
,US-QH,Quinn Hughes,Canucks,VIEW DETAILS
,US-RS,Ryan Strome,Ducks,VIEW DETAILS
,US-SE,Samuel Ersson,Flyers,VIEW DETAILS
,US-SI,Cole Sillinger,Blue Jackets,VIEW DETAILS
,US-SL,Jaccob Slavin,Hurricanes,VIEW DETAILS
,US-SR,Sam Reinhart,Panthers,VIEW DETAILS
,US-SW,Shane Wright,Kraken,VIEW DETAILS
,US-SY,Steve Yzerman,Red Wings,VIEW DETAILS
,US-TH,Tim Thomas,Bruins,VIEW DETAILS
,US-TJ,Tanner Jeannot,Kings,VIEW DETAILS
,US-TK,Travis Konecny,Flyers,VIEW DETAILS
,US-TL,Trevor Linden,Canucks,VIEW DETAILS
,US-TO,Tyler Toffoli,Sharks,VIEW DETAILS
,US-YC,Yvan Cournoyer,Canadiens,VIEW DETAILS
,URS-AB,Arshdeep Bains,Canucks,VIEW DETAILS
,URS-AL,Andre Lee,Kings,VIEW DETAILS
,URS-AR,Aku Raty,Hockey Club,VIEW DETAILS
,URS-AT,Akil Thomas,Kings,VIEW DETAILS
,URS-BB,Brendan Brisson,Golden Knights,VIEW DETAILS
,URS-BL,Joel Blomqvist,Penguins,VIEW DETAILS
,URS-BN,Bradly Nadeau,Hurricanes,VIEW DETAILS
,URS-BO,Brennan Othmann,Rangers,VIEW DETAILS
,URS-BR,Justin Brazeau,Bruins,VIEW DETAILS
,URS-CA,Seamus Casey,Devils,VIEW DETAILS
,URS-CE,Macklin Celebrini,Sharks,VIEW DETAILS
,URS-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,URS-CR,Calum Ritchie,Avalanche,VIEW DETAILS
,URS-EC,Ethan Cardwell,Sharks,VIEW DETAILS
,URS-ED,Ethan Del Mastro,Blackhawks,VIEW DETAILS
,URS-FN,Frank Nazar,Blackhawks,VIEW DETAILS
,URS-GE,Conor Geekie,Lightning,VIEW DETAILS
,URS-GG,Gage Goncalves,Lightning,VIEW DETAILS
,URS-GR,Collin Graf,Sharks,VIEW DETAILS
,URS-IF,Ivan Fedotov,Flyers,VIEW DETAILS
,URS-JB,Jackson Blake,Hurricanes,VIEW DETAILS
,URS-JD,Josh Doan,Hockey Club,VIEW DETAILS
,URS-JP,Jason Polin,Avalanche,VIEW DETAILS
,URS-JR,Joshua Roy,Canadiens,VIEW DETAILS
,URS-JT,Jack Thompson,Sharks,VIEW DETAILS
